stockSymbol, buyingPrice, buyingDate, sellingPrice, sellingDate, quantity, PnL, ReturnOnEquity, isTradeActive
IOC,400.0,2016-03-30 05:30:00.0,539.0,2016-08-10 05:30:00.0,25.0,3475.0,34.75,false
IOC,345.25,2017-01-03 05:30:00.0,421.9,2017-04-24 05:30:00.0,28.964518,2220.13,22.201298,false
IOC,404.85,2017-12-08 05:30:00.0,192.05,2018-03-15 05:30:00.0,24.700506,-5256.2676,-52.562675,false
IOC,173.9,2018-06-18 05:30:00.0,118.05,2018-10-05 05:30:00.0,57.504314,-3211.6157,-32.116158,false
IOC,146.65,2018-11-15 05:30:00.0,113.65,2020-01-22 05:30:00.0,68.18957,-2250.2554,-22.502554,false
IGL,416.05,2015-06-26 05:30:00.0,558.65,2016-01-14 05:30:00.0,24.035574,3427.4736,34.27474,false
IGL,303.5,2018-04-09 05:30:00.0,235.35,2018-10-04 05:30:00.0,32.94893,-2245.4692,-22.454693,false
IGL,267.3,2018-10-31 05:30:00.0,323.95,2019-06-21 05:30:00.0,37.41115,2119.3428,21.193428,false
INDUSINDBK,413.65,2013-10-18 05:30:00.0,542.75,2014-05-29 05:30:00.0,24.175028,3120.996,31.209963,false
INDUSINDBK,1660.55,2018-11-29 05:30:00.0,1282.25,2019-09-19 05:30:00.0,6.022101,-2278.1611,-22.78161,false
INDUSINDBK,1419.6,2019-09-20 05:30:00.0,1104.05,2020-02-28 05:30:00.0,7.044238,-2222.8086,-22.228086,false
INDUSINDBK,555.1,2020-09-28 05:30:00.0,787.95,2020-11-11 05:30:00.0,18.014772,4194.74,41.947403,false
NAUKRI,818.1,2015-05-21 05:30:00.0,1019.2,2017-06-13 05:30:00.0,12.223445,2458.1348,24.581347,false
INFY,3193.35,2014-06-11 05:30:00.0,2126.6,2014-12-02 05:30:00.0,3.1315076,-3340.5356,-33.405357,false
INFY,2202.15,2015-03-27 05:30:00.0,990.45,2015-06-15 05:30:00.0,4.541017,-5502.3496,-55.023495,false
INFY,1111.95,2015-10-19 05:30:00.0,737.15,2018-09-04 05:30:00.0,8.993211,-3370.6543,-33.706543,false
INFY,697.75,2018-12-13 05:30:00.0,534.3,2020-03-18 05:30:00.0,14.33178,-2342.5298,-23.425299,false
INFY,715.5,2020-04-30 05:30:00.0,928.6,2020-08-31 05:30:00.0,13.97624,2978.336,29.78336,false
INDIGO,921.35,2016-09-23 05:30:00.0,1111.9,2017-04-21 05:30:00.0,10.853639,2068.1611,20.68161,false
INDIGO,925.4,2018-11-01 05:30:00.0,1113.75,2019-01-07 05:30:00.0,10.806138,2035.3359,20.35336,false
INDIGO,1424.15,2020-01-13 05:30:00.0,1018.4,2020-03-12 05:30:00.0,7.0217323,-2849.0674,-28.490675,false
INDIGO,1023.2,2020-06-03 05:30:00.0,1229.35,2020-09-07 05:30:00.0,9.77326,2014.7568,20.14757,false
JSWSTEEL,985.55,2015-04-23 05:30:00.0,1268.7,2016-05-13 05:30:00.0,10.146619,2873.0146,28.730146,false
JSWSTEEL,188.2,2017-03-31 05:30:00.0,246.95,2017-09-22 05:30:00.0,53.134964,3121.6787,31.216787,false
JSWSTEEL,287.8,2019-02-25 05:30:00.0,217.7,2019-08-05 05:30:00.0,34.746353,-2435.7192,-24.357193,false
JSWSTEEL,243.7,2019-09-23 05:30:00.0,186.0,2020-03-16 05:30:00.0,41.034058,-2367.665,-23.67665,false
JSWSTEEL,184.8,2020-05-27 05:30:00.0,269.8,2020-08-31 05:30:00.0,54.112553,4599.5664,45.995663,false
KOTAKBANK,665.2,2015-10-23 05:30:00.0,948.35,2017-06-29 05:30:00.0,15.033072,4256.6143,42.566143,false
KOTAKBANK,1342.9,2020-06-02 05:30:00.0,1862.45,2020-11-25 05:30:00.0,7.446571,3868.8652,38.688652,false
LT,1032.95,2014-01-23 05:30:00.0,1259.9,2014-04-16 05:30:00.0,9.681011,2197.1064,21.971064,false
LT,1207.1,2016-03-03 05:30:00.0,1460.55,2016-06-14 05:30:00.0,8.284318,2099.6611,20.99661,false
LT,1412.35,2017-01-11 05:30:00.0,1709.6,2017-05-08 05:30:00.0,7.080398,2104.6484,21.046484,false
LT,1204.2,2017-10-25 05:30:00.0,1498.75,2019-06-17 05:30:00.0,8.304269,2446.0225,24.460224,false
LT,1359.2,2020-01-24 05:30:00.0,1016.55,2020-03-12 05:30:00.0,7.3572693,-2520.9678,-25.209679,false
LT,905.5,2020-05-28 05:30:00.0,1113.75,2020-12-02 05:30:00.0,11.043622,2299.834,22.99834,false
LUPIN,1802.85,2016-02-05 05:30:00.0,1401.55,2016-03-29 05:30:00.0,5.5467734,-2225.9194,-22.259193,false
LUPIN,1638.15,2016-05-18 05:30:00.0,1264.9,2017-05-03 05:30:00.0,6.104447,-2278.4849,-22.78485,false
